smile_A,mol_fraction_A,smile_B,mol_fraction_B,logCMC
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.600699301,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.399300699,2.423398329
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.498951049,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.501048951,2.454038997
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.399300699,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.600699301,2.51810585
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.298601399,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.701398601,2.699164345
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.198951049,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.801048951,3.13091922
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.098251748,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.901748252,3.473537604
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)(F)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0,CCCCCCCCCCCC[N+](C)(C)C.[Br-],1,4.08356546
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.710117365
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.720159303
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,3.740362689
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,3.740362689
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,3.759667845
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,3.980003372
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,4.13001195
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,4.380030248
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.439332694
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.419955748
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,3.301029996
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,3.290034611
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,3.350248018
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,3.589949601
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,3.599883072
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,3.903089987
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.301029996
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.139879086
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,2.977723605
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,2.959041392
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,2.991226076
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,3.049218023
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,3.198657087
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,3.439332694
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.840106094
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.785329835
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,3.850033258
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,3.740362689
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,3.880241776
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,4.150142162
CCCCCCCCCCS(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,4.169968174
CCCCCCCCCCS(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,4.510008513
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.42975228
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.409933123
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,3.399673721
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,3.389166084
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,3.469822016
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,3.51054501
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,3.6599162
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,3.850033258
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,1,4.041392685
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.05,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.95,3.439332694
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.9,3.359835482
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.3,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.7,3.281033367
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.5,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.5,3.139879086
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.7,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.3,3.139879086
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.9,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.1,3.240549248
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],0.95,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0.05,3.380211242
CCCCC(CC)CCC(CC(C)C)S(=O)(=O)[O-].[Na+],1,CC(C)CC(C)(C#CC(C)(CC(C)C)OCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCO,0,3.469822016
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],1,5.008600172
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.25,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.75,2.949390007
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.5,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.5,2.812913357
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.75,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.25,2.770852012
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],1,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],0,4.477121255
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],1,4.774516966
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.25,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.75,2.361727836
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.5,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.5,2.204119983
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],0.75,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],0.25,2
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.[Na+],1,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],0,4.477121255
CCCCCCCCC(O)CO,0.5,CCCCCCCCC(O)CO,0.5,3.361727836
CCCCCCCCC(O)CCO,0.5,CCCCCCCCC(O)CCO,0.5,3.361727836
CCCCCCCCCCCCC(O)CCO,0.5,CCCCCCCCCCCCC(O)CCO,0.5,1.113943352
CCCCCCCCOCCO,0.5,CCCCCCCCOCCO,0.5,3.69019608
CCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCO,0.5,3.875061263
CCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCO,0.5,3.963787827
CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,3.995635195
CCCCCCCCCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCO,0.5,2.832508913
CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,2.880813592
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,2.954242509
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,3
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.477121255
CCCCCCCCCCCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCO,0.5,1.51851394
CCCCCCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCO,0.5,1.716003344
CCCCCCCCCCCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCO,0.5,1.806179974
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,1.806179974
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,1.913813852
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.037426498
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,1.69019608
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,1.431363764
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,1
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.954242509
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.544068044
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,0.220108088
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.230448921
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.322219295
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.361727836
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.491361694
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.591064607
CCCCCCCCCCCC(=O)N(CCO)CCO,0.5,CCCCCCCCCCCC(=O)N(CCO)CCO,0.5,2.421603927
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,3.397940009
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,3.447158031
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,3.568201724
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,3.681241237
CCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,4.919078092
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,2.51851394
CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,0.5,2.113943352
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,0.5,1.986771734
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,0.5,2.113943352
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,0.5,2.176091259
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,0.5,2.322219295
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,2.397940009
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,2.447158031
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,2.477121255
CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,0.5,0.707570176
CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,1.986771734
CCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,CCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,3.336459734
CCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,CCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,0.602059991
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,-0.795880017
CCCCCCCCOCC(O)CO,0.5,CCCCCCCCOCC(O)CO,0.5,3.763427994
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,4.397940009
CCCCOCC(O)C(O)C(O)CO,0.5,CCCCOCC(O)C(O)C(O)CO,0.5,4.763427994
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,3.255272505
CCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,4
CCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCOCC(O)C(O)C(O)CO,0.5,3.963787827
CCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,4.763427994
CCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCOCC(O)C(O)C(O)CO,0.5,3.973127854
CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,3.643452676
CCCCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCCCOCC(O)C(O)C(O)CO,0.5,3.322219295
CCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,4.255272505
CCCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCCOCC(O)C(O)C(O)CO,0.5,3.826074803
CCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCC(=O)OCC(O)C(O)C(O)CO,0.5,5.079181246
CCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCOCC(O)C(O)C(O)CO,0.5,4.579783597
CCCCSCC(O)C(O)C(O)CO,0.5,CCCCSCC(O)C(O)C(O)CO,0.5,5.255272505
CCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCSCC(O)C(O)C(O)CO,0.5,4.662757832
CCCCCC(CCCC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCC(CCCC)OC1OC(CO)C(O)C(O)C1O,0.5,4.176091259
CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,0.5,3.929418926
CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,0.5,3.653212514
CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,0.5,4.079181246
CCCCCCCCCCCC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.5,2.51851394
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,0.5,CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,0.5,0.799340549
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,3.826074803
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,4.322219295
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,4.838849091
